acc_type,words,count
tourbiz,await,1
tourbiz,conjunction,1
tourbiz,day,1
tourbiz,hole,1
tourbiz,issue,1
tourbiz,late,1
tourbiz,literally,1
tourbiz,rapid,1
tourbiz,region,1
tourbiz,shit,1
tourbiz,spring,1
tourbiz,urbanization,1
tourbiz,water,1
